"TIME","USD","JPY","CZK","DKK","GBP","HUF","PLN","RON","SEK","CHF","NOK","HRK","RUB","TRY","AUD","CAD","CNY","HKD","IDR","KRW","MYR","NZD","PHP","SGD","THB","ZAR"
2014-05-28,1.3608,138.73,27.442,7.4631,0.8125,304,4.1564,4.3955,9.032,1.2225,8.102,7.596,46.9764,2.8616,1.4745,1.4781,8.5122,10.5497,15836.99,1390.72,4.3861,1.6039,59.825,1.7096,44.504,14.2843
2014-05-29,1.3612,138.34,27.474,7.4639,0.8145,302.89,4.1446,4.3963,9.0255,1.221,8.1106,7.591,47.2055,2.85,1.4648,1.4774,8.4925,10.5535,15815.45,1388.96,4.3735,1.6034,59.717,1.7076,44.641,14.1994
2014-05-30,1.3607,138.36,27.471,7.4639,0.8131,302.81,4.1411,4.403,9.0823,1.2204,8.1425,7.586,47.3097,2.8498,1.4635,1.4745,8.5025,10.5491,15927.2,1389.22,4.3765,1.6057,59.641,1.7059,44.695,14.2516
2014-06-02,1.3611,138.94,27.482,7.464,0.8129,302.81,4.1393,4.3878,9.1027,1.2214,8.1605,7.577,47.4905,2.8543,1.4714,1.4786,8.5043,10.5536,16025.65,1393.84,4.394,1.6073,59.669,1.7093,44.739,14.4684
2014-06-03,1.3645,139.64,27.463,7.4638,0.8147,304.93,4.148,4.3968,9.1044,1.2216,8.1815,7.5715,47.8104,2.8765,1.4731,1.4888,8.5337,10.5791,16104.42,1396.84,4.4059,1.6122,59.856,1.7135,44.571,14.6422
2014-06-04,1.3627,139.78,27.46,7.4635,0.813,305.4,4.1454,4.4035,9.074,1.2204,8.1655,7.5698,47.93,2.8876,1.4695,1.4893,8.518,10.5649,16198.63,1397.56,4.4179,1.6199,59.787,1.7133,44.529,14.6511
2014-06-05,1.3567,139.24,27.45,7.4626,0.8103,303.8,4.1181,4.392,9.0285,1.22,8.136,7.5758,47.2404,2.8606,1.4608,1.4842,8.4839,10.5181,16046.28,1385.96,4.3758,1.6068,59.29,1.7055,44.319,14.4935
2014-06-06,1.3642,139.71,27.461,7.4621,0.8108,303.5,4.1153,4.3931,9.0674,1.2185,8.1495,7.5808,47.333,2.8529,1.4613,1.4902,8.5271,10.5762,16140.56,1392.02,4.3821,1.6009,59.406,1.7085,44.42,14.5523
2014-06-09,1.3608,139.39,27.451,7.4619,0.80985,303.34,4.0997,4.3879,9.0795,1.2193,8.0997,7.579,46.6685,2.8325,1.4545,1.4861,8.4932,10.5483,16027.08,1382.37,4.3518,1.599,59.326,1.7012,44.124,14.4144
2014-06-10,1.3547,138.63,27.451,7.4611,0.8075,304.13,4.1058,4.3892,9.0686,1.2188,8.089,7.578,46.5798,2.8274,1.4458,1.4784,8.4329,10.5011,15994.24,1378.02,4.3452,1.5909,59.21,1.6938,44.03,14.5132
2014-06-11,1.3547,138.19,27.445,7.4615,0.807,305.62,4.1138,4.3958,9.0467,1.2179,8.1085,7.581,46.5863,2.846,1.4419,1.4749,8.4376,10.5012,16000.89,1377.96,4.354,1.5831,59.363,1.6936,44.041,14.5603
2014-06-12,1.3528,138.12,27.42,7.4602,0.8039,305.84,4.104,4.391,9.0637,1.2174,8.1085,7.5875,46.452,2.8498,1.4383,1.469,8.4127,10.4863,15945.61,1375.88,4.3493,1.5591,59.164,1.6879,43.905,14.4648
2014-06-13,1.3534,138.08,27.44,7.4588,0.7979,306.6,4.1265,4.3952,9.0232,1.2178,8.1255,7.5785,46.6002,2.8752,1.4414,1.4683,8.4018,10.4909,15962.62,1379.66,4.3576,1.5634,59.382,1.6922,43.858,14.5789
2014-06-16,1.3532,137.81,27.438,7.4571,0.7974,307.51,4.1425,4.3963,9.0005,1.2176,8.119,7.5805,46.9129,2.8979,1.4426,1.4724,8.4248,10.4893,15999.04,1380.77,4.365,1.5611,59.436,1.6927,43.781,14.5266
2014-06-17,1.3568,138.4,27.445,7.4563,0.7994,307.34,4.1371,4.4015,9.0058,1.2188,8.13,7.577,47.1895,2.8972,1.4492,1.4742,8.4491,10.5174,16137.22,1386.98,4.3738,1.5651,59.663,1.6982,44.02,14.5637
2014-06-18,1.3563,138.65,27.481,7.4563,0.8005,307.36,4.1444,4.3987,9.007,1.218,8.1695,7.578,46.8889,2.9086,1.4525,1.4742,8.4506,10.5132,16251.79,1386.42,4.3852,1.5646,59.782,1.6986,44.093,14.5885
2014-06-19,1.362,138.82,27.435,7.4564,0.79985,305.31,4.1326,4.394,9.0885,1.217,8.314,7.5755,46.694,2.9025,1.4478,1.4749,8.4881,10.5566,16254.03,1387.13,4.3813,1.5622,59.588,1.7003,44.33,14.5054
2014-06-20,1.3588,138.68,27.433,7.4561,0.7975,305.71,4.1606,4.3953,9.149,1.2169,8.342,7.575,46.6935,2.9121,1.4456,1.4694,8.46,10.5322,16266.76,1386.93,4.3801,1.5623,59.465,1.699,44.097,14.5523
2014-06-23,1.3596,138.46,27.458,7.4549,0.7994,305.25,4.1498,4.3969,9.1283,1.2167,8.324,7.5766,46.5038,2.9044,1.4405,1.4594,8.4643,10.5385,16297.11,1385.25,4.3691,1.5573,59.606,1.6972,44.131,14.4086
2014-06-24,1.3618,138.8,27.443,7.4548,0.8015,305.73,4.154,4.3865,9.1516,1.2173,8.3035,7.5763,46.055,2.9065,1.449,1.4615,8.4852,10.5561,16328.71,1387,4.3761,1.5639,59.788,1.7012,44.154,14.3666
2014-06-25,1.3615,138.73,27.435,7.455,0.80225,307.23,4.1504,4.3925,9.1734,1.2168,8.3585,7.5765,45.9875,2.9135,1.4539,1.462,8.4884,10.5537,16458.09,1387.97,4.3902,1.5652,59.714,1.7028,44.208,14.4494
2014-06-26,1.3606,138.49,27.447,7.4559,0.7991,307.9,4.1431,4.387,9.1841,1.2164,8.3565,7.5728,45.8775,2.9,1.446,1.4577,8.4696,10.5475,16469.46,1382.84,4.3809,1.5531,59.599,1.7015,44.191,14.4987
2014-06-27,1.362,138.09,27.459,7.4571,0.79965,308.59,4.1522,4.3882,9.1962,1.2162,8.368,7.573,45.8969,2.8944,1.446,1.4556,8.4689,10.5573,16368.96,1380.96,4.3754,1.5542,59.66,1.7015,44.221,14.4394
2014-06-30,1.3658,138.44,27.453,7.4557,0.8015,309.3,4.1568,4.383,9.1762,1.2156,8.4035,7.576,46.3779,2.8969,1.4537,1.4589,8.4722,10.5858,16248.15,1382.04,4.3856,1.5626,59.652,1.7047,44.323,14.4597
2014-07-01,1.3688,138.98,27.433,7.4557,0.7981,310.43,4.1582,4.3881,9.16,1.2138,8.438,7.58,46.895,2.9066,1.4479,1.4587,8.4883,10.6083,16251.94,1384.55,4.3893,1.5624,59.764,1.7054,44.367,14.5848
2014-07-02,1.3656,138.65,27.432,7.4563,0.7958,311.1,4.1456,4.3864,9.1574,1.2137,8.425,7.5865,46.756,2.9053,1.4447,1.4535,8.4816,10.5835,16272.8,1377.92,4.3706,1.5568,59.538,1.7013,44.204,14.6314
2014-07-03,1.3646,139.06,27.439,7.4569,0.7965,311.39,4.1471,4.3888,9.3286,1.2147,8.481,7.5875,46.705,2.9102,1.4552,1.453,8.4769,10.577,16278.74,1376.98,4.3596,1.5563,59.467,1.7008,44.212,14.7099
2014-07-04,1.3588,138.67,27.444,7.4566,0.7926,310.28,4.1394,4.3895,9.3129,1.216,8.4115,7.589,46.745,2.8939,1.4529,1.4451,8.4314,10.5311,16091.5,1372.56,4.3291,1.5548,59.089,1.6928,44.009,14.6051
2014-07-07,1.3592,138.53,27.434,7.4562,0.79385,310.58,4.1432,4.3876,9.3098,1.2155,8.402,7.5915,46.9781,2.8967,1.4522,1.4466,8.4325,10.5342,15916.64,1375.1,4.3353,1.5547,59.145,1.6944,44.051,14.6821
2014-07-08,1.3589,138.26,27.437,7.4556,0.79385,308.86,4.1344,4.3893,9.2977,1.2155,8.3965,7.6018,46.5133,2.8902,1.4459,1.4508,8.428,10.5317,15801.68,1375.88,4.3102,1.548,58.971,1.6898,44.011,14.529
2014-07-09,1.3603,138.38,27.433,7.4552,0.79555,309.13,4.1284,4.3903,9.2585,1.2158,8.4035,7.6068,46.403,2.8927,1.4486,1.4506,8.4343,10.5426,15816.01,1377.32,4.318,1.5466,58.945,1.6906,43.844,14.562
2014-07-10,1.3604,137.87,27.44,7.4553,0.79505,310.4,4.142,4.3956,9.2168,1.2143,8.377,7.612,46.3325,2.8997,1.452,1.4515,8.4401,10.5431,15753.59,1380.61,4.3326,1.5451,59.204,1.6911,43.786,14.6176
2014-07-11,1.3595,137.75,27.44,7.4557,0.7941,310.15,4.1427,4.4165,9.2176,1.2143,8.377,7.6155,46.4237,2.8856,1.4463,1.4466,8.4353,10.5363,15756.32,1385.87,4.3319,1.5417,59.161,1.6865,43.715,14.5806
2014-07-14,1.3627,138.29,27.439,7.4568,0.7966,309.68,4.1388,4.418,9.2482,1.2139,8.41,7.613,46.7905,2.8881,1.45,1.4619,8.4566,10.5611,15903.49,1388.46,4.336,1.5457,59.215,1.6897,43.784,14.5806
2014-07-15,1.3613,138.28,27.431,7.4567,0.7931,309.2,4.1408,4.4235,9.2564,1.2142,8.4305,7.621,46.7311,2.8878,1.4522,1.4611,8.4448,10.5501,15991.34,1397.96,4.3451,1.5465,59.389,1.6905,43.751,14.537
2014-07-16,1.3532,137.73,27.446,7.4566,0.7903,309.13,4.1373,4.4361,9.2495,1.2156,8.385,7.622,46.551,2.8711,1.448,1.4564,8.3976,10.4881,15832.67,1393.23,4.3154,1.5548,59.01,1.6816,43.453,14.4569
2014-07-17,1.3525,137.27,27.44,7.4569,0.7909,310.48,4.144,4.4437,9.247,1.2147,8.3825,7.6205,47.259,2.876,1.4426,1.4537,8.392,10.4831,15799.64,1390.59,4.2985,1.5569,58.899,1.6794,43.505,14.5073
2014-07-18,1.3525,137.07,27.433,7.457,0.79155,310.05,4.1476,4.4394,9.2282,1.2144,8.3575,7.616,47.4,2.875,1.4407,1.4533,8.3971,10.4835,15716.88,1392.53,4.3032,1.558,58.792,1.6789,43.463,14.4211
2014-07-21,1.3518,136.97,27.468,7.4567,0.7915,309.56,4.1511,4.4445,9.2592,1.2144,8.3975,7.6165,47.4681,2.8662,1.4407,1.4524,8.3956,10.4789,15605.95,1388.26,4.2883,1.5553,58.687,1.6774,43.145,14.3647
2014-07-22,1.3481,136.93,27.485,7.4567,0.7905,309.63,4.1473,4.4396,9.2414,1.2151,8.344,7.617,47.083,2.8574,1.4368,1.4502,8.3655,10.4499,15631.21,1382.35,4.2805,1.5564,58.495,1.673,42.867,14.3199
2014-07-23,1.3465,136.51,27.454,7.4569,0.7908,307.15,4.134,4.4228,9.2016,1.215,8.3235,7.621,46.9397,2.8204,1.4248,1.4436,8.3475,10.4362,15473.21,1378.93,4.2654,1.5501,58.183,1.6674,42.813,14.1759
2014-07-24,1.3472,136.97,27.48,7.4573,0.79215,307.76,4.1408,4.4068,9.2102,1.2152,8.361,7.625,47.108,2.8194,1.4272,1.4449,8.3464,10.4412,15585.25,1385.96,4.2827,1.5679,58.349,1.6688,42.891,14.138
2014-07-25,1.344,136.97,27.482,7.4568,0.79115,308.06,4.1435,4.3973,9.1661,1.2152,8.3395,7.633,47.1871,2.8145,1.4289,1.4472,8.3272,10.416,15561.78,1380.11,4.2655,1.5728,58.199,1.6682,42.78,14.1489
2014-07-28,1.3433,136.74,27.481,7.4565,0.79055,308.2,4.1437,4.3888,9.1523,1.215,8.3365,7.6372,47.5507,2.8204,1.4275,1.452,8.311,10.4107,15550.26,1379.01,4.2679,1.5703,58.246,1.6674,42.72,14.1523
2014-07-29,1.3429,137.04,27.49,7.4568,0.7924,310.26,4.1516,4.4028,9.1801,1.2152,8.362,7.645,47.8542,2.8259,1.4303,1.4529,8.2996,10.4081,15568.64,1376.76,4.263,1.5776,58.285,1.6674,42.731,14.2225
2014-07-30,1.3401,137.05,27.509,7.4567,0.7917,311.14,4.1516,4.4015,9.2272,1.2165,8.377,7.6418,47.767,2.8504,1.431,1.4572,8.271,10.3859,15511.94,1373.22,4.2651,1.5746,58.162,1.6667,42.757,14.2273
2014-07-31,1.3379,137.66,27.57,7.4564,0.7928,312.96,4.1691,4.4281,9.2261,1.2169,8.405,7.636,47.522,2.8551,1.4396,1.461,8.2621,10.3689,15490.58,1378.5,4.2769,1.5761,58.211,1.6681,42.959,14.2861
2014-08-01,1.3395,137.92,27.638,7.4557,0.7961,314.49,4.1888,4.4378,9.2205,1.2163,8.439,7.64,47.9648,2.8795,1.4431,1.4635,8.2774,10.3811,15822.45,1389.24,4.3025,1.5801,58.78,1.6721,43.2,14.4015
2014-08-04,1.3422,137.72,27.645,7.4556,0.7972,313.4,4.1716,4.435,9.2563,1.2167,8.4285,7.646,48.0252,2.8658,1.4408,1.466,8.2939,10.4021,15782.86,1386.25,4.2977,1.5771,58.709,1.6732,43.173,14.3492
2014-08-05,1.3382,137.46,27.668,7.4557,0.7939,314.86,4.1747,4.4308,9.2066,1.2175,8.3865,7.646,47.9809,2.8518,1.4365,1.4655,8.2578,10.3711,15669.57,1380.61,4.2655,1.5726,58.296,1.6681,43.01,14.3004
2014-08-06,1.3345,136.58,27.834,7.4557,0.79285,316.06,4.2045,4.442,9.2454,1.2152,8.4105,7.6463,48.3508,2.8874,1.4329,1.4643,8.2245,10.3414,15749.29,1381.98,4.2704,1.5795,58.662,1.6681,43.06,14.3597
2014-08-07,1.3368,136.76,27.853,7.4556,0.794,315.8,4.2038,4.4409,9.2334,1.215,8.37,7.652,48.6417,2.89,1.4414,1.4615,8.2359,10.3613,15769.21,1385.3,4.2875,1.5783,58.798,1.673,43.139,14.3322
2014-08-08,1.3388,136.45,27.825,7.455,0.7967,313.72,4.201,4.4435,9.244,1.2137,8.36,7.647,48.579,2.892,1.4419,1.4614,8.2446,10.3772,15766.43,1381.25,4.2843,1.5791,58.876,1.6751,43.022,14.3352
2014-08-11,1.3386,136.72,27.852,7.4556,0.7976,313.68,4.1991,4.4385,9.1941,1.2134,8.279,7.6481,48.295,2.8783,1.4443,1.4663,8.2387,10.3774,15674.42,1379.21,4.282,1.582,58.816,1.6731,42.97,14.3043
2014-08-12,1.3346,136.49,27.845,7.4555,0.7955,314.44,4.206,4.4378,9.1817,1.2138,8.2425,7.6328,48.2382,2.8893,1.4406,1.4614,8.217,10.345,15596.35,1372.34,4.2671,1.5835,58.62,1.6693,42.842,14.2288
2014-08-13,1.336,136.89,27.839,7.4556,0.7997,314.08,4.1945,4.4361,9.1884,1.2135,8.2375,7.632,48.4324,2.883,1.4375,1.4593,8.2216,10.3555,15621.81,1376.14,4.2658,1.5825,58.69,1.6701,42.749,14.1787
2014-08-14,1.3373,136.99,27.845,7.4554,0.8016,312.73,4.1799,4.4333,9.1842,1.2124,8.226,7.627,48.0355,2.8836,1.4354,1.4565,8.2287,10.3655,15612.96,1364.74,4.2411,1.573,58.274,1.666,42.625,14.1157
2014-08-15,1.3388,137.33,27.882,7.4556,0.80215,312.89,4.1805,4.4399,9.1542,1.2114,8.2205,7.625,48.1435,2.8918,1.4362,1.4593,8.2372,10.3765,15643.29,1362.35,4.2232,1.5755,58.423,1.6656,42.67,14.1087
2014-08-18,1.3383,137.22,27.9,7.4555,0.8002,313.88,4.1883,4.4354,9.1633,1.2107,8.2315,7.621,48.232,2.9014,1.436,1.4559,8.2267,10.3728,15638.88,1361.82,4.2246,1.5766,58.429,1.6659,42.601,14.2015
2014-08-19,1.3354,137.12,28.004,7.4561,0.80265,313.48,4.1893,4.4313,9.1529,1.2104,8.1975,7.6076,48.3057,2.8929,1.4298,1.4568,8.2022,10.3499,15596.14,1359.96,4.2165,1.5787,58.259,1.6628,42.546,14.1996
2014-08-20,1.3284,137.23,27.928,7.456,0.7981,313.25,4.1828,4.422,9.1651,1.2106,8.2035,7.6195,48.1988,2.8866,1.4295,1.4549,8.1562,10.2959,15565.29,1358.26,4.207,1.5836,58.25,1.6594,42.461,14.1898
2014-08-21,1.3262,137.71,27.814,7.4556,0.79925,314.18,4.1891,4.413,9.1695,1.2109,8.163,7.6243,48.1708,2.891,1.4283,1.454,8.1613,10.2781,15499.54,1356.31,4.2064,1.5829,58.137,1.6581,42.412,14.1937
2014-08-22,1.3267,137.7,27.838,7.4553,0.8003,313.5,4.1863,4.4108,9.1532,1.21,8.1495,7.6285,48.049,2.8966,1.4248,1.4537,8.1624,10.2822,15494.08,1351.3,4.1981,1.5767,58.251,1.6555,42.395,14.2172
2014-08-25,1.32,137.13,27.833,7.4552,0.79567,312.96,4.1785,4.3952,9.1489,1.2087,8.1515,7.6308,47.7272,2.8758,1.4175,1.4457,8.1242,10.2303,15462.78,1346.49,4.1746,1.5787,57.881,1.6492,42.219,14.1174
2014-08-26,1.3192,137.15,27.841,7.4547,0.79605,313.16,4.1828,4.4,9.1563,1.2086,8.146,7.627,47.684,2.8615,1.4157,1.4465,8.1265,10.2243,15432.59,1341.15,4.165,1.583,57.801,1.6474,42.114,14.0825
2014-08-27,1.3177,136.88,27.75,7.4539,0.794,312.55,4.1967,4.3976,9.1608,1.2068,8.1555,7.6308,47.4986,2.8425,1.4102,1.4372,8.0952,10.2123,15389.55,1336.71,4.1459,1.5735,57.53,1.6433,42.056,14.0324
2014-08-28,1.3178,136.68,27.775,7.4519,0.7945,313.91,4.2145,4.4025,9.199,1.206,8.1525,7.6318,48.447,2.8549,1.4079,1.429,8.0934,10.2131,15439.93,1338.21,4.161,1.5717,57.645,1.6459,42.12,14.041
2014-08-29,1.3188,137.11,27.725,7.452,0.7953,315.02,4.2171,4.4065,9.1658,1.2061,8.1465,7.621,48.7406,2.8506,1.4123,1.4314,8.1018,10.2208,15437.61,1337.97,4.1648,1.5752,57.583,1.6456,42.141,14.019
2014-09-01,1.3133,136.97,27.738,7.4494,0.79025,314.25,4.2082,4.396,9.1921,1.2072,8.133,7.6135,48.9815,2.8367,1.4059,1.4266,8.0679,10.1783,15390.36,1330.2,4.1495,1.566,57.115,1.6404,41.993,14.0027
2014-09-02,1.3115,137.63,27.784,7.4477,0.7933,315.49,4.2141,4.4116,9.2018,1.2072,8.122,7.6083,49.1505,2.8511,1.4129,1.4307,8.063,10.1645,15407.39,1335.88,4.1766,1.5746,57.333,1.6441,42.097,14.0767
2014-09-03,1.3151,138.11,27.658,7.4476,0.79855,314.02,4.1905,4.4043,9.1969,1.2078,8.1605,7.621,48.4385,2.8427,1.4094,1.4336,8.0772,10.1923,15472.66,1341.18,4.1844,1.5802,57.395,1.6469,42.14,14.0505
2014-09-04,1.3015,136.89,27.662,7.447,0.7932,312.44,4.1854,4.4015,9.157,1.2055,8.1175,7.62,48.2042,2.8047,1.3927,1.416,7.9896,10.087,15320.8,1325.56,4.1325,1.5665,56.716,1.6306,41.699,13.8787
2014-09-05,1.2948,136.27,27.596,7.4455,0.79455,314.16,4.1932,4.4024,9.1813,1.2064,8.137,7.6263,47.834,2.8072,1.3826,1.4085,7.9515,10.035,15224.67,1327.73,4.1207,1.5613,56.508,1.6252,41.536,13.9042
2014-09-08,1.2947,136.32,27.637,7.4456,0.80235,313.85,4.177,4.4095,9.1732,1.2069,8.154,7.625,48.085,2.8032,1.387,1.4119,7.9517,10.0342,15180.23,1328.16,4.1116,1.559,56.428,1.6248,41.46,13.9193
2014-09-09,1.2902,136.9,27.678,7.445,0.8005,316.84,4.203,4.4205,9.1708,1.206,8.1715,7.6153,47.8535,2.8371,1.3903,1.4163,7.9177,9.9996,15220.97,1335.06,4.12,1.558,56.46,1.6268,41.428,14.0941
2014-09-10,1.2929,137.9,27.724,7.4441,0.80125,316.13,4.2032,4.4248,9.1819,1.2072,8.2005,7.6188,48.212,2.8505,1.4146,1.4213,7.9252,10.0204,15275.61,1337.49,4.1422,1.5724,56.844,1.635,41.6,14.1847
2014-09-11,1.2928,138.38,27.635,7.4435,0.7958,314.8,4.1986,4.419,9.1945,1.21,8.2035,7.622,48.567,2.844,1.4182,1.4236,7.9245,10.02,15325.23,1341.49,4.1337,1.5794,56.92,1.6346,41.628,14.1981
2014-09-12,1.2931,138.72,27.6,7.4437,0.7966,314.88,4.1977,4.4248,9.2308,1.2089,8.2405,7.6248,49.0034,2.8507,1.4283,1.43,7.9312,10.0223,15304.21,1338.42,4.1308,1.5835,56.897,1.6314,41.631,14.1961
2014-09-15,1.2911,138.48,27.579,7.4442,0.79495,314.53,4.198,4.4139,9.2329,1.2099,8.275,7.62,49.3255,2.8584,1.4311,1.4313,7.9317,10.0071,15438.38,1341.07,4.1706,1.5812,57.253,1.6336,41.683,14.234
2014-09-16,1.2949,138.67,27.555,7.4448,0.7992,314.35,4.1956,4.4145,9.2376,1.2085,8.279,7.62,50.016,2.8635,1.434,1.4297,7.9578,10.037,15483.02,1341.66,4.1745,1.5866,57.327,1.6326,41.748,14.1811
2014-09-17,1.2956,139.05,27.532,7.4458,0.7936,313.7,4.1876,4.4218,9.2634,1.2101,8.304,7.6255,49.7251,2.862,1.4302,1.4218,7.9546,10.0425,15505.64,1341.81,4.1742,1.5857,57.408,1.6371,41.771,14.184
2014-09-18,1.2872,140.11,27.518,7.4451,0.7883,312.27,4.193,4.4093,9.1928,1.2086,8.1895,7.6273,49.5097,2.8745,1.439,1.4159,7.9056,9.9775,15477.89,1345.51,4.1898,1.5882,57.43,1.6341,41.588,14.2162
2014-09-19,1.2852,139.84,27.574,7.4444,0.7865,310.76,4.1877,4.402,9.165,1.2067,8.154,7.625,49.4327,2.861,1.4321,1.4109,7.8923,9.9617,15376.27,1340,4.1606,1.5784,57.187,1.6269,41.399,14.176
2014-09-22,1.2845,140.09,27.543,7.4437,0.7866,311.95,4.1816,4.4043,9.1715,1.2069,8.1475,7.6243,49.5265,2.8774,1.4481,1.4135,7.888,9.9564,15398.32,1340.29,4.167,1.5826,57.278,1.6293,41.385,14.2833
2014-09-23,1.2892,139.87,27.517,7.4438,0.786,310.9,4.1754,4.4018,9.1725,1.2069,8.1595,7.625,49.7345,2.8791,1.4481,1.4185,7.914,9.9932,15421.92,1340.4,4.1836,1.5882,57.283,1.6333,41.524,14.3063
2014-09-24,1.2826,139.5,27.497,7.4436,0.7823,310.22,4.1695,4.4022,9.1825,1.2077,8.179,7.6248,48.96,2.8672,1.446,1.4207,7.8716,9.9425,15339.21,1332.05,4.156,1.5908,56.995,1.6239,41.337,14.2735
2014-09-25,1.2712,138.88,27.572,7.4433,0.7804,310.54,4.1771,4.4,9.1836,1.2076,8.145,7.6246,48.952,2.8684,1.4432,1.4136,7.8016,9.8564,15244.83,1325.85,4.1433,1.6006,56.965,1.6152,41.083,14.2561
2014-09-26,1.2732,138.93,27.534,7.4432,0.7807,311.51,4.1805,4.4027,9.2132,1.2071,8.1675,7.629,49.673,2.8736,1.4483,1.4148,7.7991,9.8772,15343.94,1330.36,4.1518,1.611,57.134,1.6189,41.133,14.2343
2014-09-29,1.2701,138.97,27.54,7.4432,0.7827,312.18,4.1827,4.4125,9.2018,1.2071,8.196,7.6365,50.1927,2.9047,1.4555,1.4172,7.8143,9.8625,15464.08,1341.86,4.144,1.6351,57.248,1.6182,41.132,14.3604
2014-09-30,1.2583,138.11,27.5,7.4431,0.7773,310.57,4.1776,4.4102,9.1465,1.2063,8.119,7.6425,49.7653,2.8779,1.4442,1.4058,7.7262,9.774,15366.97,1330.34,4.1314,1.6209,56.597,1.6063,40.8,14.2606
2014-10-01,1.2603,138.53,27.502,7.4437,0.7782,310.3,4.1815,4.4093,9.0932,1.2072,8.142,7.6425,49.9202,2.8842,1.4496,1.4139,7.7382,9.7838,15308.17,1342.39,4.1199,1.6171,56.557,1.6085,40.94,14.2188
2014-10-02,1.2631,137.47,27.495,7.4439,0.7824,309.71,4.1761,4.4109,9.0894,1.2085,8.1475,7.6396,50.034,2.8749,1.4393,1.4067,7.7557,9.8052,15347.27,1341.7,4.108,1.6051,56.654,1.6081,40.976,14.1616
2014-10-03,1.2616,137.46,27.479,7.4441,0.78525,309.17,4.1789,4.4108,9.1122,1.2089,8.1785,7.639,50.1813,2.8755,1.4415,1.4108,7.7445,9.79,15388.82,1338.63,4.1201,1.6054,56.609,1.609,41.028,14.2021
2014-10-06,1.2565,137.25,27.481,7.4439,0.78575,308.27,4.1844,4.409,9.0773,1.212,8.1575,7.6415,50.0375,2.8588,1.4381,1.4078,7.7149,9.7465,15316.16,1341.07,4.0996,1.6104,56.276,1.6054,40.986,14.1403
2014-10-07,1.2607,136.9,27.47,7.444,0.784,307.92,4.184,4.406,9.0668,1.2115,8.165,7.644,50.3533,2.8657,1.4329,1.4054,7.7406,9.7765,15425.28,1348.06,4.1158,1.6102,56.472,1.6103,41.129,14.1425
2014-10-08,1.2645,136.97,27.48,7.4442,0.787,307.92,4.1919,4.4108,9.1322,1.2132,8.1945,7.644,50.5925,2.8992,1.4416,1.4131,7.7624,9.808,15490.74,1360.58,4.1388,1.621,56.673,1.6173,41.238,14.177
2014-10-09,1.2763,137.37,27.47,7.4435,0.7875,306.27,4.1758,4.4038,9.1262,1.2107,8.191,7.6461,50.9955,2.8836,1.4408,1.418,7.8269,9.8991,15525.58,1356.7,4.1343,1.6081,57.021,1.6185,41.342,14.0531
2014-10-10,1.2638,136.27,27.493,7.4435,0.7882,306.84,4.1835,4.4058,9.1506,1.2092,8.258,7.6465,51.0952,2.8836,1.4511,1.4151,7.7484,9.8066,15464.2,1358.62,4.1172,1.6166,56.611,1.6105,41.028,14.064
2014-10-13,1.2679,135.95,27.545,7.4439,0.788,305.51,4.1916,4.4008,9.1103,1.2077,8.2295,7.6515,51.3027,2.8822,1.448,1.4216,7.7684,9.8371,15460.12,1352.15,4.1356,1.6107,56.741,1.6115,41.113,14.0093
2014-10-14,1.2646,135.29,27.545,7.4445,0.7945,306.65,4.2032,4.4127,9.1585,1.2079,8.29,7.6555,51.6102,2.8809,1.4475,1.4223,7.7466,9.8091,15448.97,1347.42,4.1376,1.6085,56.747,1.612,41.116,14.0042
2014-10-15,1.2666,135.5,27.545,7.4453,0.7957,306.46,4.2081,4.4148,9.2003,1.2072,8.38,7.661,51.6883,2.8772,1.4527,1.4405,7.7601,9.824,15483.49,1345.25,4.1489,1.615,56.878,1.6173,41.18,14.0336
2014-10-16,1.2749,134.95,27.546,7.4455,0.797,308.9,4.2286,4.43,9.1931,1.2061,8.4565,7.6648,52.404,2.9017,1.4645,1.4446,7.8071,9.8891,15653.93,1358.14,4.2025,1.6117,57.327,1.6255,41.423,14.2101
2014-10-17,1.2823,136.45,27.492,7.446,0.7955,307.4,4.2318,4.4195,9.1532,1.2074,8.3815,7.665,52.3111,2.8817,1.4597,1.4416,7.8546,9.9478,15502.4,1362.2,4.1958,1.614,57.513,1.6326,41.521,14.204
2014-10-20,1.2773,136.62,27.562,7.447,0.7914,306.37,4.2227,4.4173,9.1969,1.2064,8.39,7.6663,52.4198,2.873,1.456,1.4381,7.821,9.909,15347.29,1352.67,4.1774,1.6053,57.306,1.6238,41.263,14.1028
2014-10-21,1.2762,136.2,27.613,7.447,0.79,306.38,4.2184,4.417,9.2004,1.2068,8.367,7.6665,52.3621,2.8584,1.4475,1.4356,7.8147,9.8987,15308.47,1345.98,4.1648,1.5965,57.147,1.6222,41.196,14.0062
2014-10-22,1.2693,135.79,27.683,7.4468,0.7909,306.17,4.2246,4.4175,9.2118,1.2062,8.3815,7.6698,52.143,2.8489,1.443,1.4242,7.7672,9.8452,15235.87,1334.58,4.1411,1.5916,56.821,1.6114,41.017,14.009
2014-10-23,1.2669,136.42,27.69,7.4462,0.7904,307.4,4.229,4.4245,9.1869,1.2067,8.309,7.6733,52.6736,2.8336,1.4404,1.4208,7.7542,9.8279,15257.82,1339.01,4.144,1.6115,56.775,1.6134,40.993,13.8557
