"TIME","USD","JPY","CZK","DKK","GBP","HUF","PLN","RON","SEK","CHF","NOK","HRK","RUB","TRY","AUD","CAD","CNY","HKD","IDR","KRW","MYR","NZD","PHP","SGD","THB","ZAR"
2007-01-01,1.317,156.93,27.485,7.456,0.6715,251.77,3.831,3.3835,9.0404,1.6069,8.238,7.3504,34.68,1.864,1.6691,1.5281,10.2793,10.2409,11844.44,1224.81,4.649,1.8725,64.546,2.0202,46.77,9.2124
2007-01-02,1.327,157.76,27.525,7.4566,0.6735,251.44,3.8287,3.3829,9.0245,1.6104,8.208,7.3625,34.876,1.8758,1.6694,1.5452,10.3574,10.3273,11926.41,1228.34,4.6843,1.876,64.89,2.0308,47.462,9.2299
2007-01-03,1.3231,157.76,27.455,7.4552,0.6747,251.21,3.827,3.3583,9.019,1.6132,8.2385,7.37,34.807,1.862,1.6645,1.5457,10.3269,10.3022,11868.21,1225.26,4.6474,1.8773,64.7,2.027,47.043,9.17
2007-01-04,1.3106,156.11,27.605,7.4531,0.6739,252.74,3.8521,3.3733,9.0696,1.6132,8.273,7.3595,34.558,1.858,1.6681,1.539,10.2345,10.2081,11808.51,1220.63,4.6153,1.8753,63.99,2.0137,46.625,9.2244
2007-01-05,1.3084,154.55,27.635,7.4532,0.6747,253.63,3.8731,3.3877,9.0726,1.6097,8.283,7.371,34.523,1.8762,1.6697,1.5374,10.2117,10.1914,11791.96,1222.57,4.5958,1.8885,63.915,2.0084,46.841,9.3518
2007-01-08,1.3006,154.42,27.649,7.4527,0.6731,253.26,3.8663,3.3872,9.061,1.6097,8.264,7.3686,34.8,1.878,1.6675,1.5282,10.1668,10.1364,11757.42,1220.09,4.571,1.8972,63.443,1.9999,46.371,9.42
2007-01-09,1.3018,155.26,27.6,7.4538,0.67025,253,3.8599,3.3836,9.096,1.6127,8.2555,7.3675,34.449,1.868,1.6675,1.5327,10.1605,10.1496,11761.76,1221.87,4.5667,1.8796,63.294,2.0003,46.754,9.385
2007-01-10,1.2988,154.99,27.735,7.4539,0.6702,256.72,3.9038,3.4107,9.1198,1.6138,8.2985,7.3714,34.413,1.8918,1.6664,1.5301,10.1399,10.1277,11793.1,1218.08,4.5659,1.8851,63.446,1.9967,46.837,9.5764
2007-01-11,1.2984,156.16,27.774,7.4541,0.6654,255.44,3.8787,3.4119,9.1431,1.6129,8.3525,7.3703,34.428,1.873,1.6573,1.5296,10.1209,10.1248,11842.06,1219.13,4.5684,1.8773,63.589,2.0018,46.639,9.4487
2007-01-12,1.2893,155.24,27.755,7.4529,0.66165,253.05,3.8732,3.4069,9.1115,1.6125,8.3435,7.3686,34.297,1.8485,1.6544,1.5136,10.0545,10.055,11771.31,1212.01,4.5312,1.8692,63.176,1.9918,46.337,9.3538
2007-01-15,1.2941,156,27.765,7.452,0.65845,252.1,3.8693,3.3916,9.0829,1.6127,8.329,7.3642,34.375,1.8467,1.6503,1.5108,10.0834,10.0926,11795.72,1214.51,4.5378,1.863,63.204,1.9952,46.503,9.3305
2007-01-16,1.2953,156.27,27.763,7.4524,0.6592,252.84,3.8828,3.3844,9.0621,1.6138,8.314,7.36,34.388,1.8575,1.6511,1.5127,10.0904,10.1032,11751.61,1211.82,4.5361,1.8585,63.081,1.9936,46.486,9.367
2007-01-17,1.2909,155.75,27.868,7.4524,0.65685,253.95,3.8931,3.3984,9.0776,1.6143,8.348,7.3625,34.31,1.8459,1.6429,1.5166,10.0355,10.0737,11757.52,1209.51,4.5201,1.8689,63.06,1.9857,46.255,9.351
2007-01-18,1.2922,156.79,27.855,7.4541,0.6565,252.56,3.8803,3.3894,9.0995,1.6182,8.364,7.3615,34.333,1.8375,1.6423,1.5207,10.0417,10.0913,11762.9,1210.4,4.525,1.8611,63.059,1.9865,45.507,9.2554
2007-01-19,1.2958,157.13,27.768,7.454,0.6565,252.05,3.851,3.3813,9.1195,1.6178,8.368,7.3735,34.389,1.8345,1.6453,1.5189,10.0734,10.1217,11762.62,1213.32,4.535,1.8633,63.365,1.9913,45.645,9.27
2007-01-22,1.2936,157.53,27.805,7.4537,0.65485,251.45,3.8468,3.3793,9.1249,1.6185,8.3675,7.3795,34.352,1.8214,1.6382,1.5203,10.0568,10.0925,11758.82,1216.05,4.5302,1.8538,63.451,1.9894,45.61,9.1939
2007-01-23,1.304,158.02,27.914,7.4541,0.6552,253.59,3.86,3.3874,9.0855,1.6167,8.35,7.3915,34.514,1.8425,1.6436,1.5399,10.1426,10.1689,11846.84,1226.09,4.566,1.8548,63.896,1.9993,45.523,9.2682
2007-01-24,1.3005,158.06,28.063,7.4548,0.6595,254.13,3.886,3.3916,9.0595,1.6195,8.2635,7.3915,34.442,1.8368,1.6631,1.5336,10.1081,10.148,11807,1217,4.5518,1.8634,63.48,1.9971,45.723,9.2744
2007-01-25,1.2978,156.88,28.148,7.4541,0.6585,254.65,3.8975,3.3926,9.075,1.6154,8.212,7.38,34.394,1.8403,1.6639,1.5287,10.0846,10.1308,11803.49,1214.81,4.5429,1.8468,63.469,1.9929,44.32,9.3114
2007-01-26,1.2901,156.71,28.125,7.4542,0.65825,255.99,3.9243,3.411,9.0835,1.6184,8.1935,7.3808,34.284,1.8448,1.6684,1.5255,10.0316,10.0745,11765.71,1213.53,4.5173,1.8566,63.318,1.9843,43.057,9.3785
2007-01-29,1.2921,157.7,28.215,7.455,0.6602,256.68,3.929,3.4045,9.0725,1.6216,8.175,7.3727,34.333,1.846,1.6728,1.5306,10.0454,10.0929,11787.18,1215.16,4.5256,1.8571,63.487,1.9899,43.953,9.4759
2007-01-30,1.2972,157.99,28.3,7.4542,0.6603,257.74,3.9385,3.409,9.0383,1.6236,8.168,7.369,34.418,1.8535,1.679,1.5342,10.0857,10.1311,11804.52,1222.87,4.5432,1.8677,63.514,1.995,44.45,9.515
2007-01-31,1.2954,157.27,28.163,7.4553,0.66325,257.22,3.9274,3.4049,9.052,1.6214,8.148,7.3675,34.389,1.8405,1.6786,1.5325,10.0703,10.1132,11788.14,1219.17,4.5345,1.8975,63.319,1.9917,44.756,9.4166
2007-02-01,1.302,156.85,28.095,7.4548,0.6613,254.98,3.8998,3.3967,9.0395,1.6175,8.1255,7.3641,34.495,1.832,1.6782,1.5331,10.1016,10.1609,11824.11,1220.04,4.5577,1.8957,63.407,1.9967,45.765,9.3605
2007-02-02,1.302,157.63,28.202,7.4542,0.66135,255.77,3.9028,3.385,9.0575,1.6175,8.1355,7.371,34.454,1.826,1.6821,1.541,10.0983,10.1646,11818.25,1220.36,4.5577,1.9169,63.407,1.9994,45.524,9.3493
2007-02-05,1.2925,155.85,28.138,7.4539,0.66115,254.65,3.8785,3.385,9.1163,1.617,8.12,7.385,34.313,1.819,1.6683,1.5312,10.031,10.0924,11716.51,1209.46,4.5247,1.8966,62.9,1.9833,44.656,9.3502
2007-02-06,1.2955,155.56,28.125,7.4538,0.6578,252.48,3.8643,3.3678,9.1365,1.61,8.112,7.388,34.36,1.8115,1.6674,1.5322,10.0473,10.1163,11729.46,1208.64,4.5291,1.8998,62.832,1.9858,44.33,9.3153
2007-02-07,1.2987,156.74,28.128,7.4524,0.6585,253.24,3.8685,3.3697,9.1175,1.6111,8.0895,7.386,34.42,1.8215,1.6695,1.537,10.0623,10.1459,11738.3,1212.53,4.537,1.9025,62.792,1.991,44.543,9.3341
2007-02-08,1.2991,157.68,28.212,7.4529,0.6632,253.12,3.8764,3.3742,9.0947,1.6232,8.0955,7.3811,34.269,1.8263,1.6669,1.5413,10.0659,10.1533,11760.1,1214.72,4.5397,1.8954,62.883,1.9926,44.401,9.3034
2007-02-09,1.3007,158.06,28.245,7.4531,0.66755,253,3.8879,3.38,9.0933,1.6249,8.131,7.375,34.272,1.8209,1.6751,1.5296,10.0773,10.1642,11774.59,1215.5,4.5444,1.9053,62.824,1.9939,44.158,9.325
2007-02-12,1.2956,157.94,28.31,7.4537,0.66565,254.71,3.9198,3.3961,9.105,1.6238,8.0955,7.3548,34.214,1.8301,1.6745,1.5177,10.05,10.1234,11716.76,1214.82,4.5266,1.8933,62.428,1.9933,43.727,9.4401
2007-02-13,1.3022,157.99,28.233,7.4534,0.66995,254.02,3.91,3.392,9.166,1.6233,8.111,7.3561,34.322,1.827,1.6811,1.5253,10.1131,10.1756,11816.81,1223.48,4.5577,1.8953,63.118,2.0068,44.05,9.428
2007-02-14,1.3082,158.55,28.268,7.4533,0.6693,253.52,3.9149,3.3866,9.141,1.6268,8.089,7.357,34.403,1.8295,1.6734,1.5265,10.1484,10.2213,11862.76,1227.68,4.5767,1.8923,63.284,2.0106,43.572,9.4545
2007-02-15,1.3137,157.78,28.28,7.4541,0.67115,251.87,3.8988,3.379,9.2235,1.6267,8.0825,7.3557,34.46,1.826,1.6721,1.5326,10.1884,10.2591,11877.16,1227.98,4.5927,1.8885,63.373,2.0169,43.87,9.431
2007-02-16,1.3119,156.27,28.249,7.4552,0.6731,252.59,3.907,3.3755,9.2701,1.6212,8.0445,7.3545,34.433,1.821,1.6705,1.5259,10.1575,10.2506,11872.7,1228.53,4.5825,1.8854,62.938,2.0102,43.817,9.434
2007-02-19,1.3132,157.01,28.16,7.4554,0.6751,251.8,3.8968,3.374,9.2425,1.6215,8.044,7.3555,34.444,1.8161,1.6718,1.5308,10.1676,10.2598,11915.98,1229.75,4.587,1.8753,63.165,2.0132,44.91,9.3634
2007-02-20,1.3145,158.01,28.125,7.4558,0.6733,252.47,3.8931,3.3816,9.253,1.6256,8.0415,7.3515,34.456,1.8178,1.6709,1.5323,10.1776,10.2708,11912.66,1233.59,4.5902,1.8756,63.122,2.0154,43.84,9.3639
2007-02-21,1.3145,158.91,28.167,7.4555,0.6726,251.45,3.8862,3.3815,9.3099,1.6267,8.0625,7.3467,34.441,1.8185,1.664,1.5349,10.1776,10.2709,11921.2,1233.72,4.5922,1.8642,63.162,2.0164,44.47,9.364
2007-02-22,1.3106,159,28.237,7.4555,0.6719,251.67,3.8762,3.3815,9.3155,1.6281,8.0635,7.3433,34.39,1.811,1.661,1.5214,10.1475,10.2376,11900.9,1230.52,4.5805,1.856,63.302,2.0108,44.46,9.2551
2007-02-23,1.3134,159.35,28.325,7.4552,0.6692,252.34,3.8815,3.3764,9.306,1.6262,8.066,7.3504,34.432,1.8144,1.663,1.522,10.1691,10.257,11925.02,1232.03,4.5884,1.8608,63.24,2.0138,44.06,9.3094
2007-02-26,1.316,158.7,28.404,7.4537,0.6706,252.94,3.8932,3.3786,9.2815,1.6203,8.063,7.3499,34.459,1.8224,1.6614,1.5256,10.2036,10.278,11932.83,1235.4,4.5948,1.8578,63.247,2.011,44.516,9.3407
2007-02-27,1.323,157.68,28.463,7.4534,0.6737,254.63,3.9128,3.3882,9.246,1.6183,8.059,7.3502,34.557,1.8566,1.6695,1.5359,10.242,10.3384,12029.38,1242.16,4.6245,1.8735,63.769,2.0182,45.114,9.4875
2007-02-28,1.3211,156.45,28.295,7.4527,0.67365,254.7,3.9181,3.3975,9.2763,1.6136,8.12,7.3488,34.526,1.8715,1.6761,1.5419,10.226,10.3197,12063.62,1244.15,4.6278,1.887,64.139,2.0186,44.9,9.5849
2007-03-01,1.3225,155.42,28.225,7.4507,0.67365,256.2,3.9215,3.3919,9.2777,1.61,8.109,7.34,34.549,1.8928,1.6814,1.5497,10.2408,10.3312,12104.18,1245.46,4.638,1.9036,64.009,2.018,44.678,9.7075
2007-03-02,1.3163,153.91,28.158,7.4493,0.6768,254.43,3.9009,3.3924,9.2927,1.6107,8.116,7.3385,34.466,1.883,1.6806,1.5456,10.1967,10.285,12067.18,1241.47,4.6156,1.915,63.873,2.0087,44.29,9.668
2007-03-05,1.3083,150.93,28.188,7.4482,0.6822,254.63,3.91,3.4,9.3308,1.6,8.183,7.3375,34.374,1.9049,1.6897,1.545,10.1393,10.2237,12108.32,1244.39,4.6019,1.9367,63.845,2.001,43.37,9.8136
2007-03-06,1.31,152.69,28.176,7.4483,0.67965,253.25,3.8976,3.3855,9.2785,1.604,8.1615,7.3393,34.393,1.88,1.6951,1.5434,10.1414,10.2372,12078.2,1241.03,4.6027,1.927,63.699,2.002,42.597,9.682
2007-03-07,1.3135,152.81,28.153,7.4479,0.6812,252.92,3.9073,3.3864,9.2648,1.605,8.1475,7.346,34.441,1.884,1.6867,1.5451,10.1665,10.2679,12097.34,1246.84,4.6117,1.9183,63.705,2.0058,43.037,9.752
2007-03-08,1.3152,154.02,28.145,7.4482,0.6814,251.65,3.8844,3.377,9.285,1.6066,8.153,7.353,34.459,1.87,1.689,1.5494,10.1796,10.2793,12063.67,1245.82,4.6124,1.9149,63.689,2.0082,43.248,9.713
2007-03-09,1.3155,154.28,28.168,7.4488,0.6806,251.08,3.8828,3.3799,9.2933,1.6137,8.112,7.357,34.456,1.8703,1.6889,1.5469,10.1879,10.2799,12071.03,1244.13,4.6095,1.9085,63.762,2.0071,42.969,9.7263
2007-03-12,1.3156,154.44,28.238,7.4497,0.6822,249.89,3.8799,3.371,9.293,1.6137,8.122,7.351,34.469,1.8571,1.6833,1.5387,10.1985,10.2812,12067.34,1241.86,4.6059,1.9048,63.478,2.0081,43.259,9.6815
2007-03-13,1.3218,154.14,28.202,7.4503,0.6831,250,3.8946,3.375,9.291,1.6095,8.0945,7.353,34.536,1.8751,1.6793,1.5453,10.2347,10.3299,12179.73,1248.37,4.6362,1.9006,64.074,2.0199,43.708,9.835
2007-03-14,1.3183,153.66,28.148,7.4507,0.68535,251.28,3.903,3.3791,9.3068,1.607,8.1225,7.368,34.492,1.8757,1.6838,1.5495,10.201,10.3026,12154.07,1247.18,4.6292,1.9137,64.023,2.0233,43.4,9.8359
2007-03-15,1.3226,155.09,28.056,7.4498,0.68275,250.22,3.895,3.3685,9.268,1.6088,8.087,7.3605,34.576,1.863,1.679,1.5548,10.2422,10.3323,12201.65,1249.79,4.6456,1.91,64.259,2.0279,43.69,9.8424
2007-03-16,1.3325,155.62,27.868,7.4489,0.6842,249.1,3.893,3.3644,9.2625,1.6059,8.1395,7.359,34.68,1.8765,1.6757,1.5637,10.3082,10.4082,12294.31,1258.88,4.6751,1.9088,64.833,2.0342,43.85,9.909
2007-03-19,1.3303,156.17,27.778,7.4481,0.68325,246.17,3.8687,3.3355,9.2916,1.6107,8.148,7.3665,34.643,1.8571,1.6633,1.5626,10.2912,10.3935,12272.02,1255.07,4.6567,1.896,64.699,2.0308,43.97,9.8675
2007-03-20,1.3296,156.15,27.808,7.4482,0.6791,246.42,3.8721,3.338,9.3019,1.6123,8.165,7.37,34.627,1.855,1.662,1.5522,10.2878,10.3875,12172.49,1251.49,4.6489,1.8887,64.386,2.0299,43.677,9.81
2007-03-21,1.3293,156.64,27.938,7.4492,0.6789,247.68,3.8744,3.3543,9.3034,1.6153,8.195,7.3775,34.62,1.853,1.659,1.5409,10.2808,10.3828,12143.16,1248.21,4.618,1.8861,64.139,2.025,42.56,9.7516
2007-03-22,1.3351,157.27,27.986,7.4501,0.67855,245.99,3.8688,3.3524,9.2983,1.619,8.168,7.3815,34.697,1.8497,1.6542,1.545,10.3158,10.4265,12158.09,1251.46,4.6295,1.8736,64.158,2.0257,42.652,9.627
2007-03-23,1.3327,156.65,27.973,7.4505,0.6778,246.7,3.876,3.363,9.3135,1.6164,8.115,7.3815,34.673,1.8479,1.6519,1.5432,10.2991,10.4103,12140.9,1248.54,4.6065,1.8654,64.003,2.0217,42.402,9.6281
2007-03-26,1.3265,157.05,27.935,7.4497,0.67635,246.83,3.8701,3.3604,9.3083,1.6208,8.127,7.3763,34.594,1.8354,1.6456,1.5416,10.2647,10.3649,12075.79,1244.99,4.5797,1.8588,63.771,2.0143,43.55,9.5704
2007-03-27,1.3347,157.91,27.986,7.4504,0.679,247.56,3.8705,3.3618,9.3182,1.6211,8.127,7.3765,34.696,1.8538,1.649,1.5429,10.3218,10.4288,12173.13,1255.62,4.6054,1.8579,64.079,2.0242,43.2,9.6829
2007-03-28,1.3348,156.38,28.075,7.4493,0.6795,249.16,3.8836,3.3665,9.319,1.6164,8.1335,7.3825,34.695,1.8612,1.6532,1.5477,10.3173,10.4293,12212.75,1254.11,4.6213,1.8702,64.471,2.026,42.711,9.739
2007-03-29,1.3352,156.75,28.035,7.4499,0.6793,248,3.8697,3.364,9.337,1.6215,8.102,7.3906,34.702,1.8598,1.6506,1.5487,10.3171,10.4322,12187.04,1256.22,4.6124,1.8713,64.357,2.0274,43.16,9.7745
2007-03-30,1.3318,157.32,28.01,7.4508,0.6798,247.8,3.8668,3.3547,9.3462,1.6247,8.119,7.405,34.658,1.8455,1.6484,1.5366,10.2951,10.407,12152.68,1253.02,4.6047,1.8644,64.2,2.0204,43.057,9.7005
2007-04-02,1.3366,157.35,27.94,7.4503,0.6761,246.95,3.8544,3.3477,9.367,1.6226,8.1585,7.4195,34.728,1.8551,1.6371,1.5459,10.3373,10.4462,12182.44,1252.86,4.624,1.8571,64.651,2.0292,43.348,9.7127
2007-04-03,1.3358,158.53,28.011,7.4514,0.6761,246.89,3.8536,3.34,9.3631,1.6275,8.17,7.4135,34.715,1.8473,1.6409,1.5467,10.3277,10.4392,12145.76,1251.31,4.6225,1.8538,64.018,2.0285,43.422,9.642
2007-04-04,1.3352,158.7,27.933,7.454,0.67665,246.12,3.851,3.3345,9.3355,1.6292,8.1675,7.4051,34.705,1.8312,1.6413,1.5441,10.3244,10.4358,12171.68,1250.21,4.6158,1.859,63.889,2.0224,43.305,9.5879
2007-04-05,1.3373,159,27.943,7.4542,0.6797,245.64,3.8385,3.3345,9.2715,1.6309,8.133,7.4074,34.727,1.832,1.6351,1.541,10.3297,10.4525,12169.43,1247.1,4.615,1.8499,63.99,2.0251,43.574,9.5589
2007-04-10,1.3426,160.05,27.95,7.456,0.6803,245.78,3.8443,3.34,9.2826,1.6361,8.106,7.395,34.796,1.842,1.6283,1.5424,10.385,10.4902,12217.66,1254.32,4.6279,1.8471,64.317,2.0384,43.834,9.5828
2007-04-11,1.3418,160,28.003,7.4548,0.6788,245.23,3.8284,3.338,9.257,1.6382,8.093,7.3995,34.783,1.8375,1.6263,1.5348,10.3654,10.4843,12190.25,1251.16,4.6292,1.8422,64.239,2.035,43.875,9.565
2007-04-12,1.3467,160.62,27.963,7.4557,0.6807,245.55,3.834,3.3405,9.258,1.6404,8.0885,7.4055,34.842,1.855,1.6304,1.5328,10.4046,10.5244,12269.78,1254.11,4.6438,1.8497,64.568,2.0443,43.687,9.6643
2007-04-13,1.3532,160.55,27.965,7.4551,0.6809,245.87,3.838,3.3452,9.2823,1.6361,8.0985,7.4055,34.944,1.8602,1.6249,1.5351,10.449,10.5734,12308.71,1256.78,4.657,1.8354,64.818,2.0508,44.182,9.7438
2007-04-16,1.355,161.96,27.963,7.4545,0.68055,245.16,3.818,3.332,9.224,1.6431,8.0925,7.3982,34.942,1.8395,1.6249,1.5352,10.4784,10.5866,12320.34,1260.9,4.6626,1.831,64.532,2.0507,44.218,9.6497
2007-04-17,1.3549,161.81,27.964,7.4552,0.6763,245.7,3.8161,3.3321,9.2204,1.6406,8.079,7.404,34.944,1.8371,1.6215,1.5333,10.4722,10.5845,12312.65,1259.04,4.6548,1.8231,64.595,2.0504,44.192,9.6314
2007-04-18,1.3577,160.77,27.992,7.4536,0.6773,246.1,3.8078,3.3305,9.2176,1.6367,8.11,7.4061,34.972,1.8356,1.6291,1.5386,10.4839,10.6045,12341.49,1261.3,4.6542,1.8342,64.525,2.0519,44.1,9.595
2007-04-19,1.3601,160.13,28.02,7.4527,0.6793,247.02,3.8097,3.337,9.2195,1.6343,8.1075,7.4106,35.018,1.846,1.6336,1.5312,10.4952,10.6268,12380.31,1263.87,4.6617,1.8367,64.666,2.0554,44.2,9.6564
2007-04-20,1.3606,161.45,28.033,7.4523,0.6793,245.63,3.7917,3.3362,9.1953,1.6414,8.1075,7.4045,35.013,1.8217,1.629,1.5334,10.501,10.6319,12368.53,1261.89,4.6553,1.8266,64.438,2.0559,44.149,9.5405
2007-04-23,1.3557,160.91,28.026,7.4521,0.678,245.13,3.7798,3.3382,9.1979,1.6423,8.107,7.4,34.955,1.8205,1.6277,1.5225,10.4722,10.5946,12322.64,1255.58,4.6392,1.821,64.464,2.0514,43.983,9.5538
2007-04-24,1.3582,161.39,28.065,7.4522,0.6793,245.84,3.7872,3.335,9.193,1.6387,8.103,7.3843,34.983,1.8185,1.6424,1.5223,10.4936,10.6154,12344,1259.39,4.6478,1.8305,64.44,2.0566,44.191,9.6035
2007-04-25,1.3649,161.95,28.106,7.4511,0.681,246.3,3.7864,3.3315,9.1746,1.6416,8.164,7.3745,35.065,1.8168,1.6405,1.5298,10.5317,10.6702,12396.02,1264.92,4.6686,1.8321,64.498,2.0629,44.2,9.5817
2007-04-26,1.3596,162.26,28.115,7.4507,0.68215,245.88,3.7744,3.3074,9.152,1.6432,8.1185,7.3743,35,1.8135,1.6409,1.5236,10.5047,10.6343,12345.17,1263,4.6505,1.8405,64.268,2.0597,44.47,9.5143
2007-04-27,1.3643,162.76,28.166,7.4501,0.68225,245.98,3.7786,3.3122,9.1435,1.6431,8.138,7.3675,35.06,1.8241,1.6423,1.5235,10.5235,10.6701,12384.43,1267.64,4.667,1.8385,64.497,2.0683,44.61,9.5915
2007-04-30,1.3605,162.82,28.123,7.4505,0.6827,247.18,3.781,3.3293,9.1523,1.6458,8.1265,7.3615,35.01,1.854,1.6427,1.5187,10.4812,10.6396,12357.42,1266.49,4.6556,1.8393,64.59,2.0679,44.645,9.5946
2007-05-02,1.3588,163.28,28.127,7.4523,0.6821,246.83,3.7689,3.3266,9.165,1.6518,8.1265,7.3555,34.987,1.845,1.645,1.5096,10.4681,10.626,12327.71,1263.75,4.6498,1.8398,64.788,2.073,44.374,9.5689
2007-05-03,1.3613,163.47,28.137,7.4517,0.6828,246.69,3.7584,3.3085,9.1413,1.6479,8.122,7.349,35.025,1.845,1.6496,1.5086,10.4873,10.6469,12315,1261.86,4.6567,1.8428,64.73,2.0743,44.741,9.4923
2007-05-04,1.3561,163.15,28.118,7.4517,0.6828,246.55,3.7504,3.3175,9.1575,1.6479,8.128,7.3422,34.958,1.836,1.6562,1.4985,10.4473,10.6066,12170.32,1257.99,4.6385,1.8463,64.32,2.0603,44.229,9.4745
2007-05-07,1.3615,163.31,28.167,7.4516,0.6823,246.2,3.7413,3.312,9.1655,1.6471,8.122,7.3458,35.026,1.823,1.6483,1.5028,10.4889,10.6428,12096.93,1255.85,4.6495,1.8442,64.331,2.0613,44.335,9.4161
2007-05-08,1.3558,162.29,28.232,7.4522,0.6803,245.85,3.7491,3.3053,9.189,1.6489,8.136,7.3415,34.956,1.819,1.6355,1.4946,10.4342,10.6018,12052.38,1251.34,4.6204,1.8363,63.824,2.0545,44.34,9.3921
2007-05-09,1.3535,162.35,28.236,7.4525,0.67985,247.36,3.7609,3.2885,9.1935,1.6486,8.134,7.333,34.925,1.8131,1.6331,1.4984,10.4132,10.5829,11931.1,1250.02,4.606,1.8381,63.98,2.0524,44.228,9.3808
2007-05-10,1.3527,162.86,28.257,7.4518,0.6807,248.15,3.7634,3.2844,9.2065,1.6473,8.159,7.3272,34.912,1.8145,1.6258,1.4983,10.4071,10.5791,11856.42,1251.45,4.6012,1.8439,63.78,2.0521,44.188,9.4209
2007-05-11,1.3486,161.46,28.272,7.4518,0.6813,248.61,3.7786,3.2835,9.226,1.6439,8.177,7.3229,34.863,1.8136,1.624,1.5036,10.3527,10.546,11962.08,1249.82,4.5981,1.8468,63.613,2.0482,44.83,9.4688
2007-05-14,1.3549,163.06,28.288,7.4513,0.68435,247.23,3.7648,3.276,9.2313,1.6515,8.1985,7.3185,34.944,1.809,1.6276,1.5012,10.406,10.5852,11923.12,1252.2,4.6087,1.8334,63.863,2.0539,45.24,9.4204
2007-05-15,1.3538,163.08,28.273,7.452,0.68485,248.78,3.7833,3.283,9.196,1.6505,8.1935,7.326,34.934,1.81,1.6279,1.4931,10.4064,10.5792,11920.21,1251.32,4.6056,1.841,63.696,2.0553,45.023,9.4139
2007-05-16,1.3574,163.64,28.235,7.4533,0.68485,248.74,3.7898,3.2776,9.1985,1.6545,8.1725,7.3275,34.974,1.797,1.636,1.4931,10.4275,10.6122,11951.91,1254.17,4.6162,1.8434,63.73,2.0623,45.278,9.3922
2007-05-17,1.3516,163.77,28.11,7.4536,0.68385,249.24,3.7818,3.2736,9.2065,1.6555,8.1721,7.3292,34.893,1.7876,1.6421,1.4862,10.3677,10.5698,11887.32,1254.42,4.5972,1.8483,63.16,2.0605,45.179,9.4103
2007-05-18,1.3477,163,28.2,7.4529,0.6839,250.83,3.7872,3.2709,9.219,1.6536,8.175,7.322,34.847,1.7945,1.6401,1.4767,10.335,10.5405,11886.71,1258.82,4.5835,1.8505,62.621,2.0538,44.732,9.5173
2007-05-21,1.3444,163.32,28.164,7.4534,0.68265,248.89,3.7695,3.2573,9.2187,1.6562,8.167,7.3225,34.844,1.778,1.6408,1.4611,10.3079,10.5149,11776.94,1250.43,4.5602,1.8452,62.165,2.0515,44.491,9.4145
2007-05-22,1.3454,163.47,28.186,7.4532,0.68175,247.84,3.7806,3.2735,9.192,1.6561,8.1325,7.3165,34.85,1.7755,1.6363,1.4579,10.2986,10.5264,11676.73,1251.69,4.5569,1.8462,61.72,2.0632,44.127,9.4415
2007-05-23,1.349,163.85,28.247,7.4524,0.6794,247.67,3.791,3.2733,9.1909,1.6537,8.121,7.3168,34.874,1.7861,1.6336,1.461,10.3239,10.5545,11749.79,1256.39,4.5724,1.8464,62.108,2.0628,44.517,9.4883
2007-05-24,1.3448,163.2,28.252,7.4514,0.6767,249.47,3.8,3.2725,9.1957,1.6508,8.1055,7.316,34.827,1.7915,1.6351,1.4552,10.2903,10.5208,11753.55,1252.61,4.5582,1.8453,62.143,2.0538,44.222,9.5581
2007-05-25,1.3441,163.5,28.308,7.4518,0.6775,249.83,3.8105,3.2724,9.1912,1.6499,8.0945,7.3128,34.812,1.7885,1.6399,1.457,10.286,10.5146,11760.88,1247.66,4.5578,1.8506,61.963,2.0546,44.057,9.578
2007-05-28,1.3453,163.71,28.325,7.4518,0.67853,249.83,3.812,3.2697,9.2032,1.6525,8.0951,7.3125,34.831,1.7826,1.6413,1.4541,10.2848,10.52,11761.96,1249.51,4.5572,1.8509,61.843,2.0547,44.171,9.5594
2007-05-29,1.3509,164.23,28.288,7.4501,0.6798,249.4,3.816,3.27,9.2555,1.6504,8.099,7.309,34.901,1.7879,1.6473,1.4614,10.334,10.5625,11908.18,1253.16,4.5856,1.8539,62.276,2.0634,44.492,9.6161
2007-05-30,1.342,163.26,28.34,7.4494,0.6795,251.03,3.8286,3.2719,9.2965,1.6467,8.1175,7.307,34.787,1.7895,1.639,1.4398,10.2624,10.4739,11863.28,1249.4,4.5638,1.8463,62.108,2.054,44.015,9.645
2007-05-31,1.3453,163.56,28.324,7.4488,0.68005,250.25,3.8152,3.2716,9.2945,1.6477,8.1195,7.314,34.828,1.7775,1.6269,1.4388,10.287,10.5055,11879,1248.17,4.572,1.8312,62.22,2.0584,44.337,9.611
2007-06-01,1.3436,163.81,28.285,7.449,0.67925,250.32,3.815,3.2646,9.316,1.6514,8.111,7.3119,34.807,1.7638,1.6214,1.4335,10.2749,10.4926,11859.96,1247.4,4.5669,1.8163,62.007,2.0548,44.213,9.5686
2007-06-04,1.3482,164.34,28.323,7.4491,0.67795,249.8,3.7957,3.2595,9.3243,1.6504,8.1085,7.3472,34.869,1.767,1.6177,1.4252,10.3153,10.5223,11830.46,1251.06,4.5778,1.8071,61.491,2.0618,44.345,9.608
2007-06-05,1.3532,164.42,28.399,7.4479,0.6783,250.72,3.8126,3.258,9.325,1.6483,8.084,7.341,34.943,1.778,1.6122,1.4305,10.3401,10.5654,11901.39,1254.42,4.609,1.7956,61.922,2.0684,44.529,9.6777
